program,code,wall_s
phenix,4OX3,483.763
phenix,4PDE,428.161
phenix,4PFS,923.514
phenix,4PQZ,331.814
phenix,4PRA,783.668
phenix,4PSI,546.623
phenix,4PV4,1879.296
phenix,4Q13,1029.895
phenix,4Q63,413.199
phenix,4QKO,907.687
phenix,4QN8,496.745
phenix,4QQR,481.581
phenix,4QTP,466.713
phenix,4QXA,357.774
phenix,4R10,625.029
phenix,4RHO,442.849
phenix,4RK2,658.153
phenix,4RO5,353.109
phenix,4RQM,334.057
phenix,4TWL,525.248
phenix,4U7A,479.171
phenix,4UCI,854.818
phenix,4UDA,312.615
phenix,4UDP,741.652
phenix,4UWX,617.871
phenix,4UYI,512.716
phenix,4V15,1505.999
phenix,4W2R,3177.719
phenix,4WAL,380.447
phenix,4WIP,522.872
phenix,4WWM,439.542
phenix,4X3E,591.042
phenix,4XLG,1107.264
phenix,4ZSF,800.044
phenix,4ZV9,2154.412
phenix,5A0T,1914.765
phenix,5AA5,4526.331
phenix,5AD0,436.193
phenix,5B5I,181.721
phenix,5B5Q,475.016
phenix,5BV6,261.413
phenix,5C5V,765.547
phenix,5C7F,813.975
phenix,5C8H,278.875
phenix,5CVR,383.140
phenix,5D5H,1089.919
phenix,5DAY,584.522
phenix,5DBE,607.864
phenix,5DRM,994.305
phenix,5E15,965.993
phenix,5EBB,1987.661
phenix,5EG2,873.060
phenix,5EGE,2470.247
phenix,5ETA,969.498
phenix,5G09,3019.418
phenix,5G23,1182.080
phenix,5G4I,968.470
phenix,5GHR,849.799
phenix,5GJM,579.750
phenix,5GKV,708.858
phenix,5GOX,761.689
phenix,5GZI,1151.809
phenix,5H5Y,1072.141
phenix,5HRJ,327.613
phenix,5I2H,1388.692
phenix,5I47,783.896
phenix,5I9E,2590.131
phenix,5IAW,664.989
phenix,5IQM,457.653
phenix,5IY4,1052.045
phenix,5IYX,971.991
phenix,5J0A,888.101
phenix,5J4A,912.182
phenix,5J9K,421.712
phenix,5JD9,461.850
phenix,5JHO,555.230
phenix,5JI5,537.098
phenix,5JTA,1076.502
phenix,5K2X,735.171
phenix,5K6S,696.346
phenix,5LTD,846.579
phenix,5LU2,1003.209
phenix,5LW0,985.763
phenix,5ME9,1666.952
phenix,5MLK,1424.550
phenix,5MLZ,894.177
phenix,5MXY,396.412
phenix,5N6H,1496.491
phenix,5N8R,2810.602
phenix,5NTB,618.819
phenix,5O6B,1610.716
phenix,5OF1,519.601
phenix,5OF9,1656.946
phenix,5OMB,746.850
phenix,5OU8,600.242
phenix,5Q1D,872.826
phenix,5Q1H,1384.114
phenix,5SVE,790.872
phenix,5T0K,526.769
phenix,5T0M,1159.235
phenix,5T1G,377.728
phenix,5TDY,546.593
phenix,5TJA,590.409
phenix,5TLD,931.675
phenix,5TM9,876.963
phenix,5TTA,759.859
phenix,5TV7,669.702
phenix,5U6K,2997.341
phenix,5UQP,595.136
phenix,5UV4,609.205
phenix,5UXG,1157.226
phenix,5UZU,1204.821
phenix,5V8W,1373.102
phenix,5VIA,925.122
phenix,5VQG,539.794
phenix,5WB4,2269.748
phenix,5WJQ,595.073
phenix,5WRR,1889.175
phenix,5WWW,442.125
phenix,5X6S,1120.512
phenix,5XG9,1169.840
phenix,5XHW,615.133
phenix,5XMZ,412.422
phenix,5XRW,695.982
phenix,5XUK,399.710
phenix,5XUQ,602.363
phenix,5XVW,1322.483
phenix,5Y9I,655.145
phenix,5YAY,754.648
phenix,5Z6D,913.362
phenix,5Z6V,540.844
phenix,5Z8L,483.231
phenix,5ZOO,844.510
phenix,6A0E,574.294
phenix,6A93,133.641
phenix,6AF3,778.712
phenix,6AGI,527.781
phenix,6B8Q,751.478
phenix,6CGO,1737.260
phenix,6COK,541.031
phenix,6CQL,1241.933
phenix,6CW5,703.203
phenix,6D2V,1334.260
phenix,6D97,3123.645
phenix,6DDT,1367.422
phenix,6DF3,1202.793
phenix,6E0M,805.611
phenix,6EC7,1519.843
phenix,6EUS,2579.287
phenix,6EWJ,2271.580
phenix,6EYS,2893.711
phenix,6F1S,405.644
phenix,6FJU,823.165
phenix,6FOK,2952.023
phenix,6FX6,539.638
phenix,6GP7,521.418
phenix,6GXS,1726.502
phenix,6HFG,492.924
phenix,6I1R,1023.404
phenix,6I50,412.193
phenix,6IIW,328.597
phenix,6IQJ,557.472
phenix,6IR8,335.380
phenix,6J17,522.028
phenix,6J72,939.300
phenix,6J7Y,688.517
phenix,6JC4,1125.048
phenix,6JJW,453.890
phenix,6JZA,283.134
phenix,6K6R,547.330
phenix,6L8E,1621.483
phenix,6L9F,983.873
phenix,6LKG,1712.240
phenix,6M20,2516.285
phenix,6N5U,903.300
phenix,6O6N,592.789
phenix,6OHI,614.250
phenix,6PEU,2589.997
phenix,6PJQ,353.063
phenix,6PNP,552.820
phenix,6PUP,397.804
phenix,6R0L,451.963
phenix,6R6T,1548.623
phenix,6RFT,2997.964
phenix,6RPT,697.506
phenix,6RR0,1339.791
phenix,6RSN,266.751
phenix,6S2P,427.190
phenix,6SRB,813.581
phenix,6SXW,334.189
phenix,6T80,1881.173
phenix,6TCT,1080.588
phenix,6TT5,876.676
phenix,6TWJ,1436.111
phenix,6U2D,710.075
phenix,6U75,870.534
phenix,6UB7,664.644
phenix,6V7M,465.745
phenix,6VD8,409.389
phenix,6VHI,380.199
phenix,6VPT,831.455
phenix,6VS7,1309.404
phenix,6W9K,897.747
phenix,6WT6,743.729
phenix,6XZ6,1068.495
phenix,6YFV,551.440
phenix,6Z1S,398.246
phenix,6Z3U,834.907
phenix,6ZH1,359.717
phenix,6ZUW,315.846
phenix,7AUI,258.444
phenix,7BV5,954.379
phenix,7BW1,287.702
phenix,7C7E,261.632
phenix,7CFD,1302.653
phenix,7CWW,419.808
phenix,7D86,239.523
phenix,7DUF,179.274
phenix,7E2E,424.521
phenix,7EWF,598.977
phenix,7F9K,211.148
phenix,7F9M,637.937
phenix,7FHR,483.075
phenix,7JI4,201.660
phenix,7JN9,129.997
phenix,7K3J,1254.120
phenix,7KQ0,1066.899
phenix,7LF4,999.489
refmac,1A0F,29.081
refmac,1A46,24.129
refmac,1A4I,30.151
refmac,1A7V,9.747
refmac,1AJ6,14.537
refmac,1AK5,93.725
refmac,1ANU,17.381
refmac,1APX,94.436
refmac,1AQZ,29.816
refmac,1B9K,18.935
refmac,1BIA,22.774
refmac,1BM7,21.432
refmac,1BX0,32.639
refmac,1BXE,18.525
refmac,1BYW,13.680
refmac,1C3F,22.104
refmac,1CI0,14.089
refmac,1CSM,23.570
refmac,1DAW,14.600
refmac,1DLM,19.409
refmac,1DQ3,15.761
refmac,1DQ8,97.832
refmac,1E79,188.415
refmac,1EJ1,32.868
refmac,1EJH,55.408
refmac,1ETE,47.544
refmac,1EZW,90.241
refmac,1F97,21.120
refmac,1FG3,30.221
refmac,1FIO,18.469
refmac,1FKM,36.902
refmac,1FSI,46.643
refmac,1GHW,34.143
refmac,1GPQ,43.415
refmac,1GQ8,33.636
refmac,1GUI,18.757
refmac,1GYJ,9.934
refmac,1H8V,35.470
refmac,1HN0,34.218
refmac,1HNO,20.160
refmac,1HTN,11.131
refmac,1I1N,13.599
refmac,1I3A,12.847
refmac,1IDQ,32.696
refmac,1IKN,24.951
refmac,1ITK,50.274
refmac,1J3P,15.966
refmac,1J53,11.707
refmac,1J5W,27.221
refmac,1J8B,8.392
refmac,1JAC,19.766
refmac,1JAD,16.190
refmac,1JN9,18.987
refmac,1JU3,34.811
refmac,1K6D,20.478
refmac,1K7T,12.657
refmac,1L9X,54.086
refmac,1LNZ,15.524
refmac,1M6E,12.436
refmac,1N6J,12.613
refmac,1O4V,13.644
refmac,1O5T,17.270
refmac,1O6D,10.495
refmac,1OBR,21.797
refmac,1OC0,13.868
refmac,1OE4,22.063
refmac,1OMW,39.902
refmac,1OSC,21.888
refmac,1OY5,25.225
refmac,1P3C,14.874
refmac,1P4X,42.566
refmac,1PG3,56.522
refmac,1PJR,48.755
refmac,1PXZ,54.784
refmac,1Q15,109.051
refmac,1QB5,41.851
refmac,1QD9,38.340
refmac,1QJV,38.608
refmac,1QZN,22.763
refmac,1R1K,38.023
refmac,1R3U,32.724
refmac,1RFX,34.159
refmac,1RHC,39.260
refmac,1RJ1,21.819
refmac,1RJD,99.066
refmac,1RKG,27.908
refmac,1RZN,31.250
refmac,1S1C,27.550
refmac,1SO2,109.889
refmac,1SOT,84.046
refmac,1T3I,67.085
refmac,1TE5,43.529
refmac,1TGS,19.954
refmac,1TML,17.602
refmac,1TVL,34.483
refmac,1UEF,19.582
refmac,1UJK,23.666
refmac,1UKV,32.947
refmac,1UTB,21.976
refmac,1UVQ,20.132
refmac,1V8Q,9.376
refmac,1VB3,15.412
refmac,1VCE,20.892
refmac,1VDD,27.127
refmac,1VER,7.420
refmac,1VK0,71.806
refmac,1VLM,31.873
refmac,1VR4,32.341
refmac,1W2Y,38.931
refmac,1W8A,16.242
refmac,1WD8,21.447
refmac,1WDV,11.872
refmac,1WLZ,29.013
refmac,1WTJ,66.748
refmac,1WTY,32.546
refmac,1WU2,53.793
refmac,1WV8,15.515
refmac,1WW9,75.091
refmac,1X1Q,50.850
refmac,1X6O,24.763
refmac,1XVS,29.462
refmac,1XX1,97.838
refmac,1Y7O,78.219
refmac,1Y8Q,116.295
refmac,1YEM,37.914
refmac,1YK3,121.086
refmac,1YMQ,25.210
refmac,1Z05,42.962
refmac,1Z3X,31.087
refmac,1ZEJ,74.896
refmac,1ZJ8,69.707
refmac,1ZKL,43.479
refmac,1ZZ0,205.213
refmac,2A25,23.347
refmac,2A3V,49.783
refmac,2A9S,13.212
refmac,2ACJ,12.276
refmac,2AE0,19.720
refmac,2AG0,51.670
refmac,2AHR,45.023
refmac,2AP2,12.246
refmac,2AQ4,21.296
refmac,2B2N,29.181
refmac,2B3X,26.798
refmac,2B5E,27.291
refmac,2B7O,30.355
refmac,2BON,20.378
refmac,2BTY,27.400
refmac,2C8X,12.313
refmac,2C90,12.921
refmac,2CB4,80.102
refmac,2CCH,64.950
refmac,2CCM,16.781
refmac,2CKL,14.083
refmac,2CZV,21.962
refmac,2D0T,22.972
refmac,2D68,10.198
refmac,2DOB,6.709
refmac,2DQ6,82.563
refmac,2DRY,24.398
refmac,2DX6,24.535
refmac,2E1M,46.435
refmac,2EO4,23.988
refmac,2EU9,59.602
refmac,2EXU,19.856
refmac,2F1F,51.333
refmac,2F2E,23.925
refmac,2F8L,28.960
refmac,2F9I,81.509
refmac,2F9Z,33.985
refmac,2FEX,49.080
refmac,2FFF,34.411
refmac,2FH9,27.410
refmac,2FTX,24.512
refmac,2G9W,12.772
refmac,2GA1,10.494
refmac,2GA9,21.355
refmac,2GD9,14.437
refmac,2GT1,22.544
refmac,2GUH,19.373
refmac,2HXW,20.262
refmac,2I53,14.323
refmac,2I7H,36.139
refmac,2IJE,11.923
refmac,2IO7,26.990
refmac,2IUC,22.625
refmac,2IVF,49.627
refmac,2IVM,13.449
refmac,2JAC,7.976
refmac,2JFN,14.624
refmac,2JH3,56.380
refmac,2NLY,10.010
refmac,2NN4,9.394
refmac,2NTX,35.106
refmac,2NVN,8.123
refmac,2OD8,26.283
refmac,2OO2,7.400
refmac,2OO3,23.005
refmac,2P0U,54.709
refmac,2P1L,48.335
refmac,2P38,45.248
refmac,2P62,47.512
refmac,2P8J,45.835
refmac,2PAV,49.549
refmac,2PJS,21.979
refmac,2PK9,77.687
refmac,2PN0,60.567
refmac,2PQN,27.748
refmac,2PQV,31.397
refmac,2PY2,68.846
refmac,2Q1Z,49.278
refmac,2QCO,23.935
refmac,2QE9,37.642
refmac,2QH9,31.814
refmac,2QHL,64.326
refmac,2QKL,20.274
refmac,2QL3,154.981
refmac,2QM7,47.621
refmac,2QML,28.649
refmac,2QOS,23.994
refmac,2QSV,25.330
refmac,2QYA,33.044
refmac,2R5F,21.923
refmac,2R6R,28.078
refmac,2RCC,96.935
refmac,2RH3,16.849
refmac,2V62,59.348
refmac,2VEF,46.535
refmac,2VUN,134.461
refmac,2VZB,61.720
refmac,2W3X,91.265
refmac,2W9Y,18.287
refmac,2WDZ,84.520
refmac,2WNH,76.735
refmac,2WP1,30.916
refmac,2X1C,161.667
refmac,2X26,54.068
refmac,2XD0,67.252
refmac,2XDO,83.405
refmac,2XN4,38.407
refmac,2XPI,63.790
refmac,2XPL,20.502
refmac,2XVS,18.365
refmac,2Y9W,72.521
refmac,2YEU,76.021
refmac,2YFA,47.271
refmac,2YGB,117.672
refmac,2YGK,37.203
refmac,2YJT,35.111
refmac,2YN0,35.474
refmac,2Z1D,50.817
refmac,2Z1Z,58.006
refmac,2Z7E,28.991
refmac,2ZIU,25.069
refmac,2ZME,20.396
refmac,2ZON,38.324
refmac,2ZUL,14.363
refmac,3A58,39.562
refmac,3ADO,32.268
refmac,3AMH,30.161
refmac,3AQG,17.641
refmac,3ATQ,31.383
refmac,3AV4,58.214
refmac,3B2D,65.796
refmac,3B8I,115.408
refmac,3BCI,21.307
refmac,3BGU,21.260
refmac,3BJ6,23.911
refmac,3BNK,11.890
refmac,3BVQ,18.837
refmac,3C7J,26.502
refmac,3CAX,35.239
refmac,3CB0,57.692
refmac,3CB5,58.916
refmac,3CBM,32.594
refmac,3CGG,29.319
refmac,3CMQ,26.379
refmac,3CQO,47.363
refmac,3CU3,19.307
refmac,3CXM,33.612
refmac,3D1M,53.156
refmac,3D49,21.412
refmac,3DEE,11.533
refmac,3DIW,12.990
refmac,3DJD,27.533
refmac,3DJN,7.301
refmac,3DLA,76.129
refmac,3DXI,19.541
refmac,3E7P,15.628
refmac,3E8S,15.443
refmac,3E8V,6.558
refmac,3E98,12.708
refmac,3E99,32.413
refmac,3EC1,43.685
refmac,3ED4,111.606
refmac,3EFY,48.956
refmac,3EUS,17.350
refmac,3FBI,50.892
refmac,3FJU,35.445
refmac,3FKK,49.314
refmac,3FPR,21.433
refmac,3FVE,26.198
refmac,3G39,21.245
refmac,3G3O,24.823
refmac,3G6L,29.716
refmac,3G85,34.318
refmac,3GF6,38.271
refmac,3GLR,40.347
refmac,3GM5,18.481
refmac,3GMV,17.414
refmac,3GQU,17.510
refmac,3GR5,27.358
refmac,3GXQ,15.506
refmac,3H1T,31.652
refmac,3H6E,44.946
refmac,3H6R,19.323
refmac,3H7O,28.753
refmac,3HBC,38.234
refmac,3HHC,40.760
refmac,3HL0,78.711
refmac,3HST,56.813
refmac,3HTK,50.140
refmac,3HTV,32.588
refmac,3I38,82.167
refmac,3IC8,71.613
refmac,3IHU,47.953
refmac,3IUG,46.555
refmac,3IVB,35.560
refmac,3JST,21.830
refmac,3JWH,33.232
refmac,3KFW,25.465
refmac,3KGR,31.117
refmac,3KKD,58.240
refmac,3KKE,63.269
refmac,3KOL,19.490
refmac,3KXR,32.918
refmac,3KZP,38.078
refmac,3L2H,63.082
refmac,3L6F,38.515
refmac,3LLI,37.441
refmac,3LOC,53.846
refmac,3LS0,17.137
refmac,3LW3,27.414
refmac,3M1T,35.391
refmac,3M91,22.251
refmac,3MB2,51.587
refmac,3MKR,79.436
refmac,3ML3,30.113
refmac,3MML,125.385
refmac,3MQ2,35.853
refmac,3MV2,120.505
refmac,3MYU,53.293
refmac,3N39,50.850
refmac,3N55,44.313
refmac,3N5L,62.113
refmac,3N74,50.175
refmac,3N9U,59.606
refmac,3NJE,29.942
refmac,3NO8,28.065
refmac,3OAP,24.693
refmac,3OC7,49.566
refmac,3OEC,84.430
refmac,3OFJ,17.838
refmac,3OOQ,336.779
refmac,3P86,41.528
refmac,3PFY,20.227
refmac,3PPU,50.071
refmac,3PZ8,58.321
refmac,3QC1,21.827
refmac,3QKL,35.931
refmac,3QLA,39.882
refmac,3QNM,11.971
refmac,3QTA,17.993
refmac,3QVJ,25.883
refmac,3R0Q,31.899
refmac,3R6B,7.358
refmac,3RAZ,8.325
refmac,3RLE,13.115
refmac,3RQ4,11.355
refmac,3RST,44.612
refmac,3SF5,24.754
refmac,3SHW,12.835
refmac,3SOL,7.904
refmac,3SUZ,11.703
refmac,3T0Q,11.353
refmac,3T9O,10.844
refmac,3TCO,12.282
refmac,3THF,13.660
refmac,3TIX,32.144
refmac,3TSZ,12.658
refmac,3TU7,10.642
refmac,3TVA,23.472
refmac,3U1D,14.952
refmac,3U2A,7.829
refmac,3U66,9.164
refmac,3U9L,15.199
refmac,3UN9,26.805
refmac,3UNG,21.604
refmac,3UTN,15.514
refmac,3UVO,11.331
refmac,3V70,23.353
refmac,3VD8,14.972
refmac,3VEP,10.489
refmac,3VFO,42.207
refmac,3VFP,18.054
refmac,3VHL,20.143
refmac,3VPB,39.756
refmac,3VRJ,16.820
refmac,3VSM,27.496
refmac,3VST,93.528
refmac,3VUQ,22.400
refmac,3VYN,17.121
refmac,3W0L,46.057
refmac,3W3T,26.955
refmac,3W3W,31.997
refmac,3W56,8.433
refmac,3W8W,28.266
refmac,3WNV,27.359
refmac,3WTQ,14.062
refmac,3WW1,21.593
refmac,3X0X,115.805
refmac,3ZH9,17.398
refmac,3ZIE,19.310
refmac,4AK1,44.977
refmac,4ALY,14.591
refmac,4AOM,8.180
refmac,4AUP,12.495
refmac,4B18,17.603
refmac,4BU1,15.120
refmac,4BVE,14.022
refmac,4BX9,38.334
refmac,4C1S,21.058
refmac,4C6R,20.680
refmac,4CE5,39.033
refmac,4CGB,7.209
refmac,4CH9,19.995
refmac,4CKT,9.419
refmac,4CLF,38.563
refmac,4CSO,26.701
refmac,4D51,15.220
refmac,4DA2,19.496
refmac,4DOV,13.773
refmac,4EOY,14.162
refmac,4EWI,10.120
refmac,4EX5,28.796
refmac,4F0F,15.310
refmac,4F27,19.312
refmac,4FC4,71.654
refmac,4FE9,20.246
refmac,4FIX,52.475
refmac,4FYU,28.944
refmac,4G3H,36.849
refmac,4GMV,21.905
refmac,4H9D,14.918
refmac,4HIA,12.911
refmac,4HJW,32.585
refmac,4HKA,20.866
refmac,4HUJ,15.894
refmac,4ICH,14.018
refmac,4IDI,19.267
refmac,4JGX,11.267
refmac,4JHN,41.713
refmac,4JX2,24.734
refmac,4K36,58.342
refmac,4KYQ,21.901
refmac,4L7Z,117.754
refmac,4L9U,16.576
refmac,4LD7,284.499
refmac,4LZ2,18.100
refmac,4MAA,25.637
refmac,4ME9,26.188
refmac,4MG5,38.872
refmac,4MG6,35.532
refmac,4MJG,34.834
refmac,4N39,76.439
refmac,4N5X,18.312
refmac,4NPJ,24.944
refmac,4NUF,15.264
refmac,4NWZ,40.719
refmac,4O62,22.276
refmac,4O92,9.626
refmac,4OC8,59.621
refmac,4OF8,56.566
refmac,4OFF,14.473
refmac,4OX3,19.438
refmac,4PDE,17.279
refmac,4PFS,25.983
refmac,4PQZ,8.611
refmac,4PRA,16.388
refmac,4PSI,9.766
refmac,4PV4,40.702
refmac,4Q13,33.419
refmac,4Q63,19.510
refmac,4QKO,73.842
refmac,4QN8,42.728
refmac,4QQR,34.743
refmac,4QTP,38.027
refmac,4QXA,25.394
refmac,4R10,47.861
refmac,4RHO,32.412
refmac,4RK2,58.635
refmac,4RO5,19.607
refmac,4RQM,10.239
refmac,4TWL,21.384
refmac,4U7A,22.196
refmac,4UCI,27.147
refmac,4UDA,12.089
refmac,4UDP,27.313
refmac,4UWX,37.402
refmac,4UYI,14.247
refmac,4V15,30.601
refmac,4W2R,44.550
refmac,4WAL,9.662
refmac,4WIP,10.195
refmac,4WWM,8.584
refmac,4X3E,11.847
refmac,4XLG,29.581
refmac,4ZSF,39.905
refmac,4ZV9,97.357
refmac,5A0T,83.361
refmac,5AA5,295.108
refmac,5AD0,25.865
refmac,5B5I,18.678
refmac,5B5Q,40.571
refmac,5BV6,16.411
refmac,5C5V,73.253
refmac,5C7F,54.670
refmac,5C8H,16.703
refmac,5CVR,35.879
refmac,5D5H,43.057
refmac,5DAY,31.379
refmac,5DBE,27.750
refmac,5DRM,35.809
refmac,5E15,35.255
refmac,5EBB,82.557
refmac,5EG2,36.201
refmac,5EGE,101.214
refmac,5ETA,38.918
refmac,5G09,95.873
refmac,5G23,44.572
refmac,5G4I,68.492
refmac,5GHR,54.281
refmac,5GJM,45.884
refmac,5GKV,27.520
refmac,5GOX,25.894
refmac,5GZI,59.029
refmac,5H5Y,41.902
refmac,5HRJ,15.510
refmac,5I2H,63.549
refmac,5I47,36.028
refmac,5I9E,105.562
refmac,5IAW,34.228
refmac,5IQM,30.356
refmac,5IY4,50.441
refmac,5IYX,49.048
refmac,5J0A,43.440
refmac,5J4A,33.521
refmac,5J9K,35.373
refmac,5JD9,37.889
refmac,5JHO,34.440
refmac,5JI5,27.377
refmac,5JTA,59.294
refmac,5K2X,42.982
refmac,5K6S,32.607
refmac,5LTD,37.654
refmac,5LU2,44.422
refmac,5LW0,48.269
refmac,5ME9,66.102
refmac,5MLK,64.246
refmac,5MLZ,50.150
refmac,5MXY,16.329
refmac,5N6H,62.576
refmac,5N8R,162.270
refmac,5NTB,26.550
refmac,5O6B,81.015
refmac,5OF1,32.843
refmac,5OF9,80.976
refmac,5OMB,44.782
refmac,5OU8,36.816
refmac,5Q1D,68.003
refmac,5Q1H,70.246
refmac,5SVE,37.153
refmac,5T0K,48.487
refmac,5T0M,45.322
refmac,5T1G,25.887
refmac,5TDY,26.567
refmac,5TJA,13.812
refmac,5TLD,14.886
refmac,5TM9,14.215
refmac,5TTA,15.773
refmac,5TV7,15.449
refmac,5U6K,38.497
refmac,5UQP,13.727
refmac,5UV4,11.208
refmac,5UXG,21.669
refmac,5UZU,21.258
refmac,5V8W,22.754
refmac,5VIA,14.814
refmac,5VQG,9.598
refmac,5WB4,36.379
refmac,5WJQ,14.619
refmac,5WRR,32.721
refmac,5WWW,8.552
refmac,5X6S,25.867
refmac,5XG9,23.289
refmac,5XHW,10.855
refmac,5XMZ,8.670
refmac,5XRW,10.339
refmac,5XUK,11.011
refmac,5XUQ,9.983
refmac,5XVW,19.064
refmac,5Y9I,11.799
refmac,5YAY,14.020
refmac,5Z6D,17.103
refmac,5Z6V,8.910
refmac,5Z8L,11.134
refmac,5ZOO,19.347
refmac,6A0E,41.197
refmac,6A93,28.809
refmac,6AF3,46.037
refmac,6AGI,40.409
refmac,6B8Q,50.773
refmac,6CGO,79.593
refmac,6COK,18.968
refmac,6CQL,57.379
refmac,6CW5,30.895
refmac,6D2V,44.551
refmac,6D97,151.547
refmac,6DDT,45.469
refmac,6DF3,32.879
refmac,6E0M,30.544
refmac,6EC7,45.216
refmac,6EUS,121.644
refmac,6EWJ,96.107
refmac,6EYS,106.754
refmac,6F1S,15.420
refmac,6FJU,31.908
refmac,6FOK,144.874
refmac,6FX6,16.685
refmac,6GP7,13.795
refmac,6GXS,85.163
refmac,6HFG,16.121
refmac,6I1R,38.724
refmac,6I50,27.449
refmac,6IIW,15.235
refmac,6IQJ,20.004
refmac,6IR8,16.276
refmac,6J17,20.666
refmac,6J72,54.199
refmac,6J7Y,31.662
refmac,6JC4,76.541
refmac,6JJW,32.479
refmac,6JZA,12.204
refmac,6K6R,20.284
refmac,6L8E,82.500
refmac,6L9F,45.163
refmac,6LKG,72.265
refmac,6M20,132.912
refmac,6N5U,28.616
refmac,6O6N,21.186
refmac,6OHI,31.833
refmac,6PEU,47.190
refmac,6PJQ,10.356
refmac,6PNP,16.869
refmac,6PUP,9.685
refmac,6R0L,7.251
refmac,6R6T,24.609
refmac,6RFT,63.912
refmac,6RPT,18.646
refmac,6RR0,29.748
refmac,6RSN,7.524
refmac,6S2P,13.653
refmac,6SRB,30.114
refmac,6SXW,6.780
refmac,6T80,24.212
refmac,6TCT,24.804
refmac,6TT5,16.358
refmac,6TWJ,26.836
refmac,6U2D,12.695
refmac,6U75,15.367
refmac,6UB7,13.058
refmac,6V7M,8.752
refmac,6VD8,8.297
refmac,6VHI,6.914
refmac,6VPT,15.203
refmac,6VS7,37.427
refmac,6W9K,21.614
refmac,6WT6,12.913
refmac,6XZ6,17.371
refmac,6YFV,25.159
refmac,6Z1S,20.108
refmac,6Z3U,27.434
refmac,6ZH1,13.328
refmac,6ZUW,14.752
refmac,7AUI,10.614
refmac,7BV5,31.437
refmac,7BW1,22.266
refmac,7C7E,12.119
refmac,7CFD,46.858
refmac,7CWW,15.351
refmac,7D86,9.555
refmac,7DUF,6.785
refmac,7E2E,12.550
refmac,7EWF,20.851
refmac,7F9K,7.230
refmac,7F9M,18.530
refmac,7FHR,27.716
refmac,7JI4,7.061
refmac,7JN9,6.754
refmac,7K3J,20.691
refmac,7KQ0,29.359
refmac,7LF4,30.097
