program,box_position,code,runtime_min
phenix,1,6DF3,3.736483
phenix,1,6E0M,3.746967
phenix,1,6EC7,4.551833
phenix,1,6EUS,11.21725
phenix,1,6EWJ,9.7742
phenix,1,6EYS,9.3898
phenix,1,6F1S,1.6049
phenix,1,6FJU,3.631967
phenix,1,6FOK,12.321983
phenix,1,6FX6,2.019417
phenix,1,6GBS,5.031683
phenix,1,6GP7,1.652583
phenix,1,6GXS,10.220517
phenix,1,6HFG,1.748467
phenix,1,6I1R,3.724833
phenix,1,6I50,2.470417
phenix,1,6IIW,1.8208
phenix,1,6IQJ,2.305183
phenix,1,6IR8,1.440783
phenix,1,6J17,2.511467
phenix,1,6J72,3.386083
phenix,1,6J7Y,3.197683
phenix,1,6JC4,4.455217
phenix,1,6JJW,2.067167
phenix,1,6JZA,1.23345
phenix,1,6K6R,2.1513
phenix,1,6L8E,6.855417
phenix,1,6L9F,3.592333
phenix,1,6LKG,6.547283
phenix,1,6M20,9.01045
phenix,1,6N5U,2.79355
phenix,1,6O6N,2.54945
phenix,1,6OHI,3.11305
phenix,1,6PEU,10.196683
phenix,1,6PJQ,1.775217
phenix,1,6PNP,2.899767
phenix,1,6PUP,2.0764
phenix,1,6R0L,1.499783
phenix,1,6R6T,5.1092
phenix,1,6RFT,10.592367
phenix,1,6RPT,3.811883
phenix,1,6RR0,6.1185
phenix,1,6RSN,1.7291
phenix,1,6S2P,2.44695
phenix,1,6SRB,4.459117
phenix,1,6SXW,1.216617
phenix,1,6T80,4.266717
phenix,1,6TCT,3.901733
phenix,1,6TT5,3.412667
phenix,1,6TWJ,5.069033
phenix,1,6U2D,2.5742
phenix,1,6U75,3.2747
phenix,1,6UB7,2.897517
phenix,1,6V7M,1.831983
phenix,1,6VD8,1.742033
phenix,1,6VHI,1.627567
phenix,1,6VPT,3.087483
phenix,1,6VS7,5.6494
phenix,1,6W9K,3.746317
phenix,1,6WT6,2.785167
phenix,1,6XZ6,2.904617
phenix,1,6YFV,4.504183
phenix,1,6Z1S,3.7241
phenix,1,6Z3U,4.524017
phenix,1,6ZH1,2.616183
phenix,1,6ZUW,2.36445
phenix,1,7AUI,2.245017
phenix,1,7BV5,6.073267
phenix,1,7BW1,1.887517
phenix,1,7C7E,2.06
phenix,1,7CFD,8.69715
phenix,1,7CWW,2.9005
phenix,1,7D86,2.2326
phenix,1,7DUF,1.599383
phenix,1,7E2E,2.992117
phenix,1,7EWF,3.631817
phenix,1,7F9K,1.3464
phenix,1,7F9M,3.436317
phenix,1,7FHR,4.137417
phenix,1,7JI4,1.400433
phenix,1,7JN9,1.035917
phenix,1,7K3J,4.69855
phenix,1,7KQ0,4.23555
phenix,1,7LF4,4.351367
torchref,2,1A0F,1.932367
torchref,2,1A46,1.465617
torchref,2,1A4I,9.8351
torchref,2,1A7V,1.383383
torchref,2,1AJ6,1.235767
torchref,2,1AK5,2.6178
torchref,2,1ANU,1.236633
torchref,2,1APX,3.4411
torchref,2,1AQZ,1.98425
torchref,2,1B9K,7.780633
torchref,2,1BIA,1.6553
torchref,2,1BM7,7.120867
torchref,2,1BX0,1.8287
torchref,2,1BXE,7.2059
torchref,2,1BYW,1.105533
torchref,2,1C3F,7.626433
torchref,2,1CI0,7.85265
torchref,2,1CSM,8.648083
torchref,2,1DAW,7.870117
torchref,2,1DLM,8.432417
torchref,2,1DQ3,1.989933
torchref,2,1DQ8,8.3088
torchref,2,1E79,11.5823
torchref,2,1EJ1,4.648933
torchref,2,1EJH,6.054883
torchref,2,1ETE,5.250133
torchref,2,1EZW,6.565783
torchref,2,1F97,4.240367
torchref,2,1FG3,1.453583
torchref,2,1FIO,1.486817
torchref,2,1FKM,2.226367
torchref,2,1FSI,5.858383
torchref,2,1GHW,5.178617
torchref,2,1GPQ,6.526817
torchref,2,1GQ8,1.478917
torchref,2,1GQ9,4.68715
torchref,2,1GUI,1.4275
torchref,2,1GYJ,1.101717
torchref,2,1H8V,7.021383
torchref,2,1HN0,7.117067
torchref,2,1HNO,4.737067
torchref,2,1HTN,4.02275
torchref,2,1I1N,1.530517
torchref,2,1I3A,1.511733
torchref,2,1IDQ,4.227383
torchref,2,1IKN,2.84665
torchref,2,1ITK,6.581133
torchref,2,1J3P,3.097817
torchref,2,1J53,2.7488
torchref,2,1J5W,2.793317
torchref,2,1J8B,1.065033
torchref,2,1JAC,2.236533
torchref,2,1JAD,3.565033
torchref,2,1JN9,3.689983
torchref,2,1JU3,5.580983
torchref,2,1K6D,3.790733
torchref,2,1K7T,3.1813
torchref,2,1L9X,6.189633
torchref,2,1LNZ,3.547567
torchref,2,1M6E,3.031133
torchref,2,1N0L,3.759583
torchref,2,1N6J,2.741517
torchref,2,1O4V,1.728683
torchref,2,1O5T,2.67865
torchref,2,1O6D,1.438883
torchref,2,1OBR,2.397833
torchref,2,1OC0,1.903083
torchref,2,1OE4,2.254367
torchref,2,1OMW,4.7027
torchref,2,1OSC,3.177467
torchref,2,1OY5,3.231317
torchref,2,1P3C,2.5169
torchref,2,1P4X,2.642283
torchref,2,1PG3,3.903367
torchref,2,1PJR,3.185867
torchref,2,1PXZ,3.320967
torchref,2,1Q15,5.378833
torchref,2,1QB5,2.23165
torchref,2,1QD9,2.7316
torchref,2,1QJV,2.576117
torchref,2,1QZN,1.7819
torchref,2,1R1K,2.328017
torchref,2,1R3U,1.9866
torchref,2,1RFX,2.4693
torchref,2,1RHC,2.5819
torchref,2,1RJ1,1.799867
torchref,2,1RJD,5.723833
torchref,2,1RKG,2.085983
torchref,2,1RZN,2.239567
torchref,2,1S1C,1.999117
torchref,2,1SO2,4.820333
torchref,2,1SOT,4.43185
torchref,2,1T3I,4.2543
torchref,2,1TE5,2.894683
torchref,2,1TGS,2.056317
torchref,2,1TML,1.72445
torchref,2,1TVL,3.134667
torchref,2,1U1I,7.124283
torchref,2,1UEF,1.746433
torchref,2,1UJK,1.627
torchref,2,1UKV,4.252617
torchref,2,1UTB,2.833567
torchref,2,1UVQ,2.739133
torchref,2,1V8Q,1.71325
torchref,2,1VB3,2.032683
torchref,2,1VCE,2.640633
torchref,2,1VDD,3.0986
torchref,2,1VER,0.888067
torchref,2,1VK0,5.221
torchref,2,1VLM,2.020367
torchref,2,1VR4,2.267633
torchref,2,1W2Y,3.0996
torchref,2,1W8A,1.5318
torchref,2,1WD8,2.672283
torchref,2,1WDV,2.150133
torchref,2,1WLZ,2.66365
torchref,2,1WTJ,5.237
torchref,2,1WTY,2.035367
torchref,2,1WU2,3.221417
torchref,2,1WV8,0.990283
torchref,2,1WW9,3.353717
torchref,2,1X1Q,2.609083
torchref,2,1X6O,2.120867
torchref,2,1XVS,1.85085
torchref,2,1XX1,11.051683
torchref,2,1Y7O,9.174483
torchref,2,1Y8Q,11.8663
torchref,2,1YEM,7.272533
torchref,2,1YK3,10.958683
torchref,2,1YMQ,7.50615
torchref,2,1Z05,8.3597
torchref,2,1Z3X,8.234983
torchref,2,1ZEJ,8.059617
torchref,2,1ZJ8,8.5551
torchref,2,1ZKL,7.97755
torchref,2,1ZZ0,12.9408
torchref,2,2A25,7.307167
torchref,2,2A3V,9.7369
torchref,2,2A9S,7.879217
torchref,2,2ACJ,7.432783
torchref,2,2AE0,8.424867
torchref,2,2AG0,11.12325
torchref,2,2AHR,10.22555
torchref,2,2AP2,7.331283
torchref,2,2AQ4,7.890033
torchref,2,2B2N,10.825233
torchref,2,2B3X,18.002483
torchref,2,2B5E,12.463117
torchref,2,2B7O,16.88315
torchref,2,2BON,17.882967
torchref,2,2BTY,9.535033
torchref,2,2C8X,10.271267
torchref,2,2C90,16.8596
torchref,2,2CB4,21.922633
torchref,2,2CCH,22.375933
torchref,2,2CCM,17.622917
torchref,2,2CKL,16.77005
torchref,2,2CZV,13.9347
torchref,2,2D0T,14.342633
torchref,2,2D68,16.843817
torchref,2,2DOB,0.786517
torchref,2,2DQ6,22.5721
torchref,2,2DRY,13.94545
torchref,2,2DX6,8.657717
torchref,2,2E1M,17.3553
torchref,2,2EO4,2.166467
torchref,2,2EU9,3.891267
torchref,2,2EXU,1.743417
torchref,2,2F1F,3.517233
torchref,2,2F2E,2.549583
torchref,2,2F8L,2.714517
torchref,2,2F9I,5.987283
torchref,2,2F9Z,3.449117
torchref,2,2FEX,4.256317
torchref,2,2FFF,2.930483
torchref,2,2FH9,2.274033
torchref,2,2FTX,2.223817
torchref,2,2G9W,2.224933
torchref,2,2GA1,2.3694
torchref,2,2GA9,3.4639
torchref,2,2GD9,2.61965
torchref,2,2GT1,3.864033
torchref,2,2GUH,3.08505
torchref,2,2HXW,3.733517
torchref,2,2I53,2.503567
torchref,2,2I7H,4.587217
torchref,2,2IJE,2.3071
torchref,2,2IO7,3.893917
torchref,2,2IUC,3.5948
torchref,2,2IVF,7.654467
torchref,2,2IVM,2.36205
torchref,2,2JAC,1.823067
torchref,2,2JFN,2.892167
torchref,2,2JH3,7.6427
torchref,2,2NLY,2.1036
torchref,2,2NN4,2.438517
torchref,2,2NTX,4.85545
torchref,2,2NVN,1.78825
torchref,2,2OD8,2.697167
torchref,2,2OO2,1.82
torchref,2,2OO3,2.1507
torchref,2,2P0U,3.983
torchref,2,2P1L,3.28975
torchref,2,2P38,3.15195
torchref,2,2P62,3.256067
torchref,2,2P8J,3.088733
torchref,2,2P8Q,9.91695
torchref,2,2PAV,17.8117
torchref,2,2PJS,16.822733
torchref,2,2PK9,18.55425
torchref,2,2PN0,18.314967
torchref,2,2PQN,16.740467
torchref,2,2PQV,16.518833
torchref,2,2PY2,18.965767
torchref,2,2Q1Z,17.27635
torchref,2,2QCO,12.560167
torchref,2,2QE9,17.312767
torchref,2,2QH9,14.27985
torchref,2,2QHL,19.813383
torchref,2,2QKL,16.609567
torchref,2,2QL3,21.771217
torchref,2,2QM7,10.2697
torchref,2,2QML,17.105767
torchref,2,2QOS,14.274767
torchref,2,2QSV,11.49255
torchref,2,2QYA,8.1151
torchref,2,2R5F,12.522033
torchref,2,2R6R,4.324883
torchref,2,2RCC,7.254483
torchref,2,2RH3,3.62185
torchref,2,2V62,5.8269
torchref,2,2VEF,5.457067
torchref,2,2VUN,8.428633
torchref,2,2VZB,5.6883
torchref,2,2W3X,7.473467
torchref,2,2W9Y,3.55855
torchref,2,2WDZ,6.8314
torchref,2,2WNH,7.119967
torchref,2,2WP1,3.914867
torchref,2,2X1C,9.506633
torchref,2,2X26,5.376967
torchref,2,2XD0,4.618967
torchref,2,2XDO,7.50075
torchref,2,2XN4,4.450817
torchref,2,2XPI,5.401783
torchref,2,2XPL,3.787133
torchref,2,2XVS,3.7421
torchref,2,2Y9W,5.663067
torchref,2,2YEU,6.968667
torchref,2,2YFA,6.51515
torchref,2,2YGB,8.91745
torchref,2,2YGK,6.046283
torchref,2,2YJT,5.255217
torchref,2,2YN0,5.1504
torchref,2,2Z1D,6.696217
torchref,2,2Z1Z,6.834183
torchref,2,2Z7E,5.487067
torchref,2,2ZIU,5.62905
torchref,2,2ZME,5.999917
torchref,2,2ZON,7.82965
torchref,2,2ZUL,6.19005
torchref,2,3A58,7.7833
torchref,2,3ADO,5.942583
torchref,2,3AMH,6.164117
torchref,2,3AQG,4.620133
torchref,2,3ATQ,6.24135
torchref,2,3AV4,7.148283
torchref,2,3B2D,7.348983
torchref,2,3B8I,13.032517
torchref,2,3BCI,7.05655
torchref,2,3BGU,7.39315
torchref,2,3BJ6,7.188983
torchref,2,3BNK,7.3368
torchref,2,3BVQ,7.65965
torchref,2,3C7J,7.969117
torchref,2,3CAX,7.649617
torchref,2,3CB0,10.3195
torchref,2,3CB5,10.5401
torchref,2,3CBM,7.4196
torchref,2,3CGG,7.471367
torchref,2,3CMQ,7.497
torchref,2,3CQO,8.3128
torchref,2,3CU3,7.0912
torchref,2,3CXM,8.28895
torchref,2,3D1M,8.5281
torchref,2,3D49,7.79385
torchref,2,3DEE,7.1364
torchref,2,3DIW,7.029417
torchref,2,3DJD,9.1059
torchref,2,3DJN,6.79075
torchref,2,3DLA,13.288017
torchref,2,3DXI,7.697517
torchref,2,3E7P,7.5111
torchref,2,3E8S,7.33905
torchref,2,3E8V,4.91355
torchref,2,3E98,5.499067
torchref,2,3E99,5.400483
torchref,2,3EC1,6.101867
torchref,2,3ED4,12.35625
torchref,2,3EFY,6.945733
torchref,2,3EUS,1.510833
torchref,2,3FBI,2.4801
torchref,2,3FJU,2.428533
torchref,2,3FKK,6.450217
torchref,2,3FPR,5.572817
torchref,2,3FVE,5.432767
torchref,2,3G39,5.449817
torchref,2,3G3O,5.36955
torchref,2,3G6L,5.750517
torchref,2,3G85,5.674283
torchref,2,3GF6,6.263433
torchref,2,3GLR,6.1092
torchref,2,3GM5,5.2628
torchref,2,3GMV,5.212417
torchref,2,3GQU,5.438367
torchref,2,3GR5,5.685533
torchref,2,3GXQ,5.094483
torchref,2,3H1T,5.804633
torchref,2,3H6E,3.781817
torchref,2,3H6R,2.787433
torchref,2,3H7O,3.397817
torchref,2,3HBC,2.9678
torchref,2,3HHC,3.652883
torchref,2,3HL0,5.020883
torchref,2,3HST,4.270417
torchref,2,3HTK,3.493867
torchref,2,3HTV,3.045017
torchref,2,3I38,9.3718
torchref,2,3IC8,4.483417
torchref,2,3IHU,3.51875
torchref,2,3IUG,3.5689
torchref,2,3IVB,2.823233
torchref,2,3JST,2.546467
torchref,2,3JWH,7.748133
torchref,2,3KFW,2.563833
torchref,2,3KGR,3.036167
torchref,2,3KKD,4.402783
torchref,2,3KKE,6.211967
torchref,2,3KOL,2.597967
torchref,2,3KXR,3.00445
torchref,2,3KZP,4.943567
torchref,2,3L1W,9.645817
torchref,2,3L2H,5.887067
torchref,2,3L6F,4.900367
torchref,2,3LLI,4.786833
torchref,2,3LOC,5.549983
torchref,2,3LS0,4.077733
torchref,2,3LW3,5.012883
torchref,2,3M1T,5.297767
torchref,2,3M91,4.629967
torchref,2,3MB2,5.725467
torchref,2,3MKR,6.269467
torchref,2,3ML3,4.669567
torchref,2,3MML,7.892783
torchref,2,3MQ2,5.048283
torchref,2,3MV2,7.598017
torchref,2,3MYU,6.28625
torchref,2,3N39,5.571667
torchref,2,3N55,4.817017
torchref,2,3N5L,5.828583
torchref,2,3N74,5.4826
torchref,2,3N9U,5.3974
torchref,2,3NJE,4.949283
torchref,2,3NO8,4.325267
torchref,2,3OAP,4.535517
torchref,2,3OC7,5.777883
torchref,2,3OEC,8.528533
torchref,2,3OFJ,5.648083
torchref,2,3OOQ,13.74165
torchref,2,3P86,6.8041
torchref,2,3PFY,5.877583
torchref,2,3PPU,6.909717
torchref,2,3PZ8,6.814117
torchref,2,3QC1,6.07715
torchref,2,3QKL,6.448033
torchref,2,3QLA,6.800217
torchref,2,3QNM,6.135317
torchref,2,3QTA,6.848717
torchref,2,3QVJ,7.247033
torchref,2,3R0Q,8.970283
torchref,2,3R6B,5.713067
torchref,2,3RAZ,5.573983
torchref,2,3RLE,6.389567
torchref,2,3RQ4,6.223383
torchref,2,3RST,9.894883
torchref,2,3SF5,7.307717
torchref,2,3SHW,2.994867
torchref,2,3SOL,2.857417
torchref,2,3SUZ,3.024533
torchref,2,3T0Q,3.0802
torchref,2,3T9O,2.98075
torchref,2,3TCO,3.2277
torchref,2,3THF,3.4165
torchref,2,3TIX,7.891767
torchref,2,3TSZ,6.832283
torchref,2,3TU7,2.916333
torchref,2,3TVA,4.2935
torchref,2,3U1D,3.618417
torchref,2,3U2A,2.62865
torchref,2,3U66,2.798317
torchref,2,3U9L,3.387833
torchref,2,3UN9,4.225
torchref,2,3UNG,3.96385
torchref,2,3UTN,3.294983
torchref,2,3UVO,3.223433
torchref,2,3V70,3.823267
torchref,2,3VD8,3.1366
torchref,2,3VEP,2.7317
torchref,2,3VFO,3.522017
torchref,2,3VFP,3.476817
torchref,2,3VHL,9.026183
torchref,2,3VPB,19.717133
torchref,2,3VRJ,15.7536
torchref,2,3VSM,17.051333
torchref,2,3VST,22.248017
torchref,2,3VUQ,13.566383
torchref,2,3VYN,12.543617
torchref,2,3W0L,15.894617
torchref,2,3W3T,9.250183
torchref,2,3W3W,3.9401
torchref,2,3W56,1.217617
torchref,2,3W8W,3.721317
torchref,2,3WNV,3.225283
torchref,2,3WTQ,1.53925
torchref,2,3WW1,3.369217
torchref,2,3X0X,10.1404
torchref,2,3ZH9,3.07935
torchref,2,3ZIE,3.444367
torchref,2,4AK1,5.051717
torchref,2,4ALY,2.67035
torchref,2,4AOM,10.693033
torchref,2,4AUP,12.692617
torchref,2,4B18,10.176067
torchref,2,4BU1,10.953333
torchref,2,4BVE,7.507317
torchref,2,4BX9,16.902433
torchref,2,4C1S,2.92175
torchref,2,4C6R,6.345817
torchref,2,4CE5,3.915217
torchref,2,4CGB,0.89605
torchref,2,4CH9,2.600933
torchref,2,4CKT,1.27685
torchref,2,4CLF,2.98615
torchref,2,4CSO,4.788933
torchref,2,4D51,1.889817
torchref,2,4DA2,7.708467
torchref,2,4DOV,7.008333
torchref,2,4EOY,7.310683
torchref,2,4EWI,6.938267
torchref,2,4EX5,5.996467
torchref,2,4F0F,5.78275
torchref,2,4F27,6.230667
torchref,2,4FC4,8.409683
torchref,2,4FE9,5.74385
torchref,2,4FIX,6.4947
torchref,2,4FYU,3.79255
torchref,2,4G3H,19.098783
torchref,2,4GMV,5.851533
torchref,2,4H9D,10.024117
torchref,2,4HIA,16.77875
torchref,2,4HJW,7.354017
torchref,2,4HKA,3.141517
torchref,2,4HUJ,5.908083
torchref,2,4ICH,3.8982
torchref,2,4IDI,13.258867
torchref,2,4JGX,16.538317
torchref,2,4JHN,8.367733
torchref,2,4JX2,4.614667
torchref,2,4K36,7.741617
torchref,2,4KH9,18.544217
torchref,2,4KYQ,7.683067
torchref,2,4L7Z,7.7006
torchref,2,4L9U,4.821017
torchref,2,4LD7,22.644617
torchref,2,4LZ2,4.12115
torchref,2,4MAA,7.151183
torchref,2,4ME9,5.332633
torchref,2,4MG5,11.517833
torchref,2,4MG6,17.253567
torchref,2,4MJG,2.72535
torchref,2,4N39,19.213733
torchref,2,4N5X,4.793483
torchref,2,4NPJ,17.553333
torchref,2,4NUF,4.010367
torchref,2,4NWZ,5.6494
torchref,2,4O62,7.58015
torchref,2,4O92,2.078217
torchref,2,4OC8,7.087517
torchref,2,4OF8,3.41995
torchref,2,4OFF,6.43945
torchref,2,4OX3,1.596233
torchref,2,4PDE,5.804467
torchref,2,4PFS,1.983417
torchref,2,4PQZ,4.928683
torchref,2,4PRA,2.480883
torchref,2,4PSI,3.706083
torchref,2,4PV4,6.15515
torchref,2,4Q13,5.466617
torchref,2,4Q63,3.370083
torchref,2,4QH8,3.550717
torchref,2,4QKO,3.784917
torchref,2,4QN8,6.67265
torchref,2,4QQR,7.34865
torchref,2,4QTP,6.14065
torchref,2,4QXA,1.990117
torchref,2,4R10,8.070367
torchref,2,4RHO,6.036067
torchref,2,4RK2,5.206983
torchref,2,4RO5,16.702383
torchref,2,4RQM,2.397367
torchref,2,4TWL,5.159783
torchref,2,4U7A,5.6541
torchref,2,4UCI,3.017833
torchref,2,4UDA,16.39355
torchref,2,4UDP,6.225183
torchref,2,4UWX,6.85935
torchref,2,4UYI,4.08735
torchref,2,4V15,7.5208
torchref,2,4W2R,7.040483
torchref,2,4WAL,1.303033
torchref,2,4WIP,2.100933
torchref,2,4WWM,16.100233
torchref,2,4X3E,1.479917
torchref,2,4XLG,3.964467
torchref,2,4ZSF,5.851383
torchref,2,4ZV9,8.542733
torchref,2,5A0T,4.727283
torchref,2,5AA5,16.037967
torchref,2,5AD0,11.375233
torchref,2,5B5I,1.4712
torchref,2,5B5Q,4.8972
torchref,2,5BOV,7.305917
torchref,2,5BV6,4.5938
torchref,2,5C5V,8.447717
torchref,2,5C7F,5.843917
torchref,2,5C8H,1.774
torchref,2,5CVR,3.774183
torchref,2,5D5H,7.386183
torchref,2,5DAY,6.7827
torchref,2,5DBE,6.677
torchref,2,5DRM,4.700083
torchref,2,5E15,7.813533
torchref,2,5EBB,3.84005
torchref,2,5EG2,4.460933
torchref,2,5EGE,8.170717
torchref,2,5ETA,3.9682
torchref,2,5G09,19.507983
torchref,2,5G23,8.207533
torchref,2,5G4I,5.1231
torchref,2,5GHR,6.1886
torchref,2,5GJM,3.543967
torchref,2,5GKV,1.569617
torchref,2,5GOX,3.0719
torchref,2,5GZI,6.647883
torchref,2,5H5Y,2.67735
torchref,2,5HRJ,5.99025
torchref,2,5I2H,3.536317
torchref,2,5I47,6.888417
torchref,2,5I9E,4.85345
torchref,2,5IAW,3.876767
torchref,2,5IQM,5.830767
torchref,2,5IY4,2.401383
torchref,2,5IYX,5.36045
torchref,2,5J0A,5.6975
torchref,2,5J4A,7.111117
torchref,2,5J9K,4.722667
torchref,2,5JD9,4.615367
torchref,2,5JHO,6.6816
torchref,2,5JI5,15.8831
torchref,2,5JTA,5.776967
torchref,2,5K2X,4.585483
torchref,2,5K6S,4.476417
torchref,2,5LTD,6.84355
torchref,2,5LU2,6.00175
torchref,2,5LW0,2.170933
torchref,2,5ME9,5.934167
torchref,2,5MLK,5.821667
torchref,2,5MLZ,7.16455
torchref,2,5MXY,4.680167
torchref,2,5N6H,5.760767
torchref,2,5N8R,9.30695
torchref,2,5NTB,5.137867
torchref,2,5O6B,7.917967
torchref,2,5OF1,6.930883
torchref,2,5OF9,10.732767
torchref,2,5OMB,4.809667
torchref,2,5OU8,4.816517
torchref,2,5Q1D,5.7407
torchref,2,5Q1H,5.005667
torchref,2,5SVE,13.574367
torchref,2,5T0K,7.254433
torchref,2,5T0M,4.352333
torchref,2,5T1G,4.01795
torchref,2,5TDY,5.601333
torchref,2,5TJA,4.232217
torchref,2,5TLD,4.19315
torchref,2,5TM9,6.539817
torchref,2,5TTA,15.29515
torchref,2,5TV7,2.676717
torchref,2,5U6K,8.024933
torchref,2,5UQP,3.492767
torchref,2,5UV4,4.253683
torchref,2,5UX5,12.712833
torchref,2,5UXG,6.27985
torchref,2,5UZU,3.204467
torchref,2,5V8W,6.570867
torchref,2,5VIA,6.29215
torchref,2,5VLB,19.95695
torchref,2,5VQG,1.538183
torchref,2,5WB4,6.97065
torchref,2,5WJQ,14.605483
torchref,2,5WRR,5.89475
torchref,2,5WWW,2.303633
torchref,2,5X6S,5.047483
torchref,2,5XG9,4.17705
torchref,2,5XHW,5.020833
torchref,2,5XMZ,8.3528
torchref,2,5XRW,13.302483
torchref,2,5XUK,2.134267
torchref,2,5XUQ,9.4901
torchref,2,5XVW,4.105933
torchref,2,5Y9I,14.600383
torchref,2,5YAY,9.684283
torchref,2,5Z6D,2.329617
torchref,2,5Z6V,11.1918
torchref,2,5Z8L,7.37725
torchref,2,5ZOO,9.611917
torchref,2,6A0E,4.563317
torchref,2,6A93,2.468633
torchref,2,6AF3,4.845933
torchref,2,6AGI,2.752617
torchref,2,6B8Q,2.902117
torchref,2,6CGO,5.01665
torchref,2,6COK,4.655783
torchref,2,6CQL,2.378283
torchref,2,6CW5,3.890817
torchref,2,6D2V,8.45635
torchref,2,6D97,9.001767
torchref,2,6DDT,4.2396
torchref,2,6DF3,4.73585
torchref,2,6E0M,3.797733
torchref,2,6EC7,4.437683
torchref,2,6EUS,6.80745
torchref,2,6EWJ,10.112333
torchref,2,6EYS,6.6617
torchref,2,6F1S,10.859467
torchref,2,6FJU,15.156667
torchref,2,6FOK,7.5282
torchref,2,6FX6,4.56285
torchref,2,6GBS,7.614933
torchref,2,6GP7,3.40065
torchref,2,6GXS,6.030667
torchref,2,6HFG,6.154083
torchref,2,6I1R,2.652383
torchref,2,6I50,2.632583
torchref,2,6IIW,7.880217
torchref,2,6IQJ,6.883683
torchref,2,6IR8,1.5901
torchref,2,6J17,1.637733
torchref,2,6J72,12.309583
torchref,2,6J7Y,5.515933
torchref,2,6JC4,5.675467
torchref,2,6JJW,4.203717
torchref,2,6JZA,6.988767
torchref,2,6K6R,2.647817
torchref,2,6L8E,4.588117
torchref,2,6L9F,11.045967
torchref,2,6LKG,4.74865
torchref,2,6M20,12.0268
torchref,2,6N5U,4.8685
torchref,2,6O6N,9.794567
torchref,2,6OHI,3.68395
torchref,2,6PEU,5.99725
torchref,2,6PJQ,1.348267
torchref,2,6PNP,4.986383
torchref,2,6PUP,2.00405
torchref,2,6R0L,6.988817
torchref,2,6R6T,9.457717
torchref,2,6RFT,14.00955
torchref,2,6RPT,3.78565
torchref,2,6RR0,6.597483
torchref,2,6RSN,8.819
torchref,2,6S2P,9.093733
torchref,2,6SRB,3.875067
torchref,2,6SXW,1.7414
torchref,2,6T80,2.776
torchref,2,6TCT,6.588167
torchref,2,6TT5,2.84565
torchref,2,6TWJ,3.897367
torchref,2,6U2D,2.52495
torchref,2,6U75,12.1647
torchref,2,6UB7,4.3238
torchref,2,6V7M,6.444467
torchref,2,6VD8,13.29465
torchref,2,6VHI,5.566883
torchref,2,6VPT,4.685183
torchref,2,6VS7,9.91475
torchref,2,6W9K,2.941983
torchref,2,6WT6,6.24
torchref,2,6XZ6,1.913133
torchref,2,6YFV,3.62685
torchref,2,6Z1S,7.71935
torchref,2,6Z3U,2.5177
torchref,2,6ZH1,2.939567
torchref,2,6ZUW,7.1497
torchref,2,7AUI,4.0098
torchref,2,7BV5,10.976967
torchref,2,7BW1,0.976417
torchref,2,7C7E,1.6619
torchref,2,7CFD,7.493683
torchref,2,7CWW,5.632983
torchref,2,7D86,2.1991
torchref,2,7DUF,1.103883
torchref,2,7E2E,2.7326
torchref,2,7EWF,6.899817
torchref,2,7F9K,3.381517
torchref,2,7F9M,6.278767
torchref,2,7FHR,6.808783
torchref,2,7JI4,1.045733
torchref,2,7JN9,1.533517
torchref,2,7K3J,2.105367
torchref,2,7KQ0,3.137933
torchref,2,7LF4,14.761483
