metric,reference,d_min,running_median_pp
R-work,REFMAC,2.269217,0.62
R-work,REFMAC,2.270042,0.62
R-work,REFMAC,2.272001,0.65
R-work,REFMAC,2.272762,0.66
R-work,REFMAC,2.280005,0.66
R-work,REFMAC,2.280053,0.67
R-work,REFMAC,2.282618,0.67
R-work,REFMAC,2.283683,0.68
R-work,REFMAC,2.288015,0.68
R-work,REFMAC,2.292019,0.71
R-work,REFMAC,2.295029,0.71
R-work,REFMAC,2.29676,0.68
R-work,REFMAC,2.297646,0.71
R-work,REFMAC,2.298366,0.72
R-work,REFMAC,2.299038,0.74
R-work,REFMAC,2.299122,0.75
R-work,REFMAC,2.299922,0.83
R-work,REFMAC,2.299984,0.83
R-work,REFMAC,2.299988,0.75
R-work,REFMAC,2.299991,0.83
R-work,REFMAC,2.30001,0.83
R-work,REFMAC,2.300016,0.83
R-work,REFMAC,2.300017,0.84
R-work,REFMAC,2.300025,0.84
R-work,REFMAC,2.300028,0.84
R-work,REFMAC,2.300033,0.84
R-work,REFMAC,2.300037,0.84
R-work,REFMAC,2.300042,0.85
R-work,REFMAC,2.300049,0.85
R-work,REFMAC,2.300059,0.87
R-work,REFMAC,2.300066,0.88
R-work,REFMAC,2.300078,0.88
R-work,REFMAC,2.300098,0.88
R-work,REFMAC,2.3001,0.88
R-work,REFMAC,2.300228,0.89
R-work,REFMAC,2.300266,0.89
R-work,REFMAC,2.300281,0.9
R-work,REFMAC,2.300425,0.89
R-work,REFMAC,2.300671,0.89
R-work,REFMAC,2.301516,0.9
R-work,REFMAC,2.301586,0.9
R-work,REFMAC,2.30573,0.92
R-work,REFMAC,2.306743,0.92
R-work,REFMAC,2.30964,0.93
R-work,REFMAC,2.313724,0.93
R-work,REFMAC,2.320756,0.93
R-work,REFMAC,2.329002,0.93
R-work,REFMAC,2.330042,0.93
R-work,REFMAC,2.341774,0.93
R-work,REFMAC,2.346019,0.93
R-work,REFMAC,2.347882,0.93
R-work,REFMAC,2.34961,0.93
R-work,REFMAC,2.350032,0.94
R-work,REFMAC,2.35263,0.94
R-work,REFMAC,2.366721,0.94
R-work,REFMAC,2.373732,0.95
R-work,REFMAC,2.377253,1.0
R-work,REFMAC,2.391001,1.02
R-work,REFMAC,2.393315,1.02
R-work,REFMAC,2.398087,1.04
R-work,REFMAC,2.398485,1.07
R-work,REFMAC,2.398661,1.08
R-work,REFMAC,2.399897,1.09
R-work,REFMAC,2.399966,1.09
R-work,REFMAC,2.39998,1.09
R-work,REFMAC,2.400001,1.1
R-work,REFMAC,2.400006,1.13
R-work,REFMAC,2.400013,1.13
R-work,REFMAC,2.400036,1.13
R-work,REFMAC,2.400066,1.13
R-work,REFMAC,2.400091,1.14
R-work,REFMAC,2.400097,1.18
R-work,REFMAC,2.400123,1.18
R-work,REFMAC,2.400189,1.18
R-work,REFMAC,2.40043,1.18
R-work,REFMAC,2.401122,1.14
R-work,REFMAC,2.402722,1.18
R-work,REFMAC,2.402827,1.2
R-work,REFMAC,2.403713,1.2
R-work,REFMAC,2.405085,1.24
R-work,REFMAC,2.405941,1.24
R-work,REFMAC,2.41383,1.24
R-work,REFMAC,2.414079,1.24
R-work,REFMAC,2.426943,1.24
R-work,REFMAC,2.430022,1.24
R-work,REFMAC,2.432614,1.24
R-work,REFMAC,2.434069,1.26
R-work,REFMAC,2.438061,1.28
R-work,REFMAC,2.450007,1.26
R-work,REFMAC,2.450655,1.28
R-work,REFMAC,2.45894,1.28
R-work,REFMAC,2.470881,1.29
R-work,REFMAC,2.475763,1.28
R-work,REFMAC,2.483102,1.28
R-work,REFMAC,2.485034,1.29
R-work,REFMAC,2.489373,1.31
R-work,REFMAC,2.494743,1.32
R-work,REFMAC,2.495086,1.32
R-work,REFMAC,2.495321,1.38
R-work,REFMAC,2.495882,1.4
R-work,REFMAC,2.496041,1.4
R-work,REFMAC,2.496605,1.42
R-work,REFMAC,2.497232,1.4
R-work,REFMAC,2.499953,1.4
R-work,REFMAC,2.500007,1.4
R-work,REFMAC,2.500012,1.42
R-work,REFMAC,2.500013,1.42
R-work,REFMAC,2.500014,1.43
R-work,REFMAC,2.500026,1.44
R-work,REFMAC,2.500029,1.46
R-work,REFMAC,2.500032,1.5
R-work,REFMAC,2.500035,1.5
R-work,REFMAC,2.500048,1.53
R-work,REFMAC,2.500056,1.53
R-work,REFMAC,2.500062,1.53
R-work,REFMAC,2.500125,1.53
R-work,REFMAC,2.500129,1.53
R-work,REFMAC,2.500178,1.58
R-work,REFMAC,2.500252,1.53
R-work,REFMAC,2.500386,1.53
R-work,REFMAC,2.500386,1.58
R-work,REFMAC,2.500453,1.58
R-work,REFMAC,2.500748,1.58
R-work,REFMAC,2.500937,1.6
R-work,REFMAC,2.501158,1.62
R-work,REFMAC,2.50161,1.62
R-work,REFMAC,2.501853,1.62
R-work,REFMAC,2.502024,1.67
R-work,REFMAC,2.502891,1.68
R-work,REFMAC,2.503104,1.69
R-work,REFMAC,2.503524,1.69
R-work,REFMAC,2.504823,1.69
R-work,REFMAC,2.50596,1.72
R-work,REFMAC,2.508673,1.76
R-work,REFMAC,2.509007,1.81
R-work,REFMAC,2.511469,1.87
R-work,REFMAC,2.517931,1.9
R-work,REFMAC,2.519944,1.9
R-work,REFMAC,2.520025,1.91
R-work,REFMAC,2.534542,1.9
R-work,REFMAC,2.540323,1.91
R-work,REFMAC,2.550018,1.91
R-work,REFMAC,2.554628,1.91
R-work,REFMAC,2.580052,1.93
R-work,REFMAC,2.582427,1.93
R-work,REFMAC,2.583379,1.93
R-work,REFMAC,2.58779,1.95
R-work,REFMAC,2.589994,1.95
R-work,REFMAC,2.593267,1.97
R-work,REFMAC,2.593823,1.97
R-work,REFMAC,2.59451,2.0
